index,x,y
80,-2.5440655,-19.875586
81,-18.990612,-8.983341
82,29.152666,15.083354
83,10.908538,24.224394
84,-9.637716,-15.503223
85,17.411503,22.329521
86,-13.668606,16.140514
87,17.889954,22.531963
88,-11.812552,-14.887609
89,-14.327287,16.22984
90,-14.297557,17.092848
91,-12.277167,19.984768
92,-11.726878,11.9354315
93,-19.985935,5.171415
94,-3.4799514,19.917562
95,21.686327,19.393017
96,-5.8081894,-23.590624
97,18.436142,-28.051157
98,-2.7866127,-21.689676
99,-12.642726,16.125786
100,-9.581083,13.631085
101,28.226831,-28.332127
102,-10.735761,-17.561699
103,18.507029,-28.6098
104,13.004404,-27.717667
105,-11.491956,11.502625
106,-3.2970302,-20.470459
107,-11.666476,-18.518196
108,28.20405,16.322842
109,-1.6490735,-20.561012
110,18.703213,-27.528479
111,-12.048156,-20.262247
112,-20.197622,11.592803
113,15.38884,-29.032759
114,25.481731,-28.332563
115,-9.693093,-14.204044
116,25.522179,-29.643545
117,-1.6185452,20.061909
118,3.4122448,23.661478
119,7.869644,23.330723
120,-1.4436473,-21.56231
121,16.014977,22.262094
122,26.834356,15.269426
123,-17.982674,13.631085
124,-21.374674,-6.363403
125,-19.053818,9.144159
126,-11.269727,12.890212
127,16.396076,21.23806
128,-16.89032,16.258839
129,17.95631,20.365543
130,-10.26942,-18.411299
131,0.4651672,21.513765
132,1.8389335,22.381433
133,-6.383229,21.765194
134,16.953777,22.19255
135,-17.602526,-5.3783092
136,-6.005992,-17.664713
137,2.9146943,-26.2308
138,-5.27683,18.60557
139,6.452202,-26.912525
140,20.515488,-28.730137
141,3.4527955,22.822115
142,-0.68965816,-22.126825
143,-18.063152,-6.1402454
144,9.039268,-26.167067
145,-4.690774,-22.301468
146,-9.704468,-13.58806
147,-14.204325,18.635162
148,-17.089684,14.227951
149,-19.01611,8.732969
150,-18.87846,-8.325009
151,26.924065,-29.011566
152,17.048788,-26.232765
153,6.612152,-26.471834
154,-20.802713,3.0853183
155,-11.338775,-16.059425
156,8.381017,22.44823
157,-2.4310114,23.580265
158,-8.766824,-19.90562
159,5.0157156,-23.760464
160,-5.339896,-17.827682
161,15.522297,21.165201
162,27.590935,18.211578
163,-11.378681,-17.07865
164,28.462446,15.602063
165,-15.850818,17.974186
166,10.376645,-27.584755
167,5.5804505,23.266804
168,17.935099,23.827164
169,-15.068053,18.003443
170,-11.757023,-17.885292
171,-6.203347,16.316721
172,-1.0140133,21.05917
173,10.591328,-28.839077
174,11.592457,-27.85169
175,26.293581,-29.536676
176,16.439188,-26.901407
177,-3.9944093,23.088562
178,-19.675278,-9.46523
179,-17.109081,-14.303937
180,30.591171,14.461884
181,26.4443,17.756042
182,3.0850482,23.896229
183,2.3793178,-26.07355
184,-5.0991764,20.249077
185,12.031044,-25.795177
186,11.600387,22.401058
187,-4.1813564,-20.800617
188,-2.1655047,-24.405907
189,-11.39492,-18.070095
190,-16.915857,12.012579
191,-19.092865,-13.6454
192,22.756657,-29.78358
193,-16.345135,3.735102
194,-15.434024,16.960413
195,-18.630835,-10.606671
196,-13.274251,12.670362
197,8.275032,24.177698
198,19.560965,21.292976
199,-3.055979,18.954906
200,-14.27978,-8.420318
201,7.053237,23.03426
202,26.301027,15.411454
203,-0.9631829,19.368767
204,-17.338923,0.43166777
205,-4.432881,20.288116
206,20.809116,-29.312105
207,5.709258,22.621582
208,-19.537004,-6.0404053
209,-6.2445965,20.749655
210,20.090158,18.655254
211,-6.8584585,-18.00114
212,29.322197,13.9901285
213,-2.3618956,24.172905
214,-13.211317,13.859654
215,-17.308285,9.322501
216,-6.0798464,-19.993736
217,13.942177,-27.27935
218,25.775837,18.574776
219,28.747107,17.56424
220,-19.924812,6.662622
221,-21.096214,5.196115
222,16.429413,-28.283545
223,-1.277463,21.560158
224,-18.989975,5.1023173
225,-10.107389,16.923496
226,13.997431,-28.217842
227,-14.227258,18.118479
228,-16.772516,-7.9704285
229,-17.478613,2.4014802
230,5.116074,22.267591
231,4.2440677,-27.30955
232,3.811144,-24.693714
233,23.814354,18.035484
234,21.296133,-28.6555
235,-20.25755,9.6723
236,30.303726,15.696372
237,21.599834,18.49933
238,-17.03279,12.779237
239,9.989567,21.184958
240,-21.958511,6.1152716
241,-12.641187,-18.586252
242,2.9316347,-24.64665
243,-20.68068,8.512277
244,13.0942135,23.234327
245,12.82946,-27.892637
246,-20.692183,-9.041447
247,-17.809593,-6.4781766
248,8.819478,-25.115068
249,-0.44327635,-23.447336
250,25.698616,17.382935
251,-2.1619737,-21.698195
252,24.981598,19.148346
253,6.3463664,22.690271
254,25.644213,19.391468
255,-12.503454,13.542688
256,24.803373,19.2449
257,-6.4874735,19.937023
258,2.6715243,23.074905
259,-2.9377549,21.111704
260,23.480574,18.653296
261,6.355231,23.269014
262,7.960539,22.327406
263,-4.3532724,21.386066
264,10.507882,21.133894
265,31.22742,15.732027
266,10.969127,-26.755331
267,-22.599388,3.9106443
268,-18.200895,-11.174329
269,11.88982,-27.499935
270,-22.480497,9.618351
271,4.467686,-26.031101
272,28.375265,16.466694
273,19.429964,-28.365938
274,9.211314,22.8529
275,-2.453353,-25.714245
276,3.7144756,-26.469347
277,9.721509,24.535114
278,-17.761436,8.459702
279,-23.059996,6.1757326
280,20.238207,21.37847
281,-5.4431043,-18.813944
282,18.376675,21.234888
283,-2.738148,22.470795
284,-18.2387,-11.453409
285,-15.112617,-15.258587
286,-8.289134,-17.680855
287,-17.862448,-13.678656
288,5.6155567,-27.416302
289,3.6747484,-26.075855
290,-17.875885,16.006657
291,-13.918413,18.319275
292,-18.064625,-12.688446
293,-5.706015,-21.3784
294,-14.944764,-16.377293
295,-23.427137,5.4252467
296,11.237805,-28.836859
297,-6.5487823,-16.429903
298,-12.840922,15.410556
299,16.04369,-29.551243
300,26.289995,18.635706
301,-12.305736,-17.313778
302,20.607937,19.362955
303,15.097716,-29.184916
304,0.097893,-23.512518
305,-0.02792112,-25.181742
306,-20.418999,-5.978536
307,24.972574,-29.522942
308,-20.583443,6.0985913
309,-20.490427,2.3591363
310,-0.7414755,-24.855894
311,-11.872327,17.579773
312,-17.559862,-8.682338
313,1.4893451,-26.517096
314,26.824327,-28.199194
315,-13.158549,-18.377005
316,-9.412058,-21.354864
317,13.136125,21.672552
318,24.587795,-28.647705
319,-11.261398,-20.942575
320,14.896082,-27.707855
321,19.824093,19.112225
322,-17.526287,-11.032337
323,24.761206,18.435778
324,-11.238823,-14.004306
325,-15.72355,-14.1215725
326,-17.960316,12.062265
327,-7.550997,-20.927168
328,0.09645254,22.485367
329,-4.2864485,23.117609
330,-1.5966048,22.23395
331,-18.202095,-6.865217
332,6.40555,-27.363537
333,1.2810706,-22.981146
334,-11.173428,-18.364765
335,9.121376,21.44155
336,-17.645308,-13.769466
337,25.54145,21.409845
338,16.069614,-27.70566
339,30.146635,15.319929
340,-10.728376,16.716686
341,20.0917,-28.1262
342,7.566347,-26.57044
343,16.986784,20.378042
344,-3.850781,-21.449196
345,16.864397,-29.217642
346,-9.449051,-16.148176
347,-9.786626,18.128565
348,1.5616897,-25.351933
349,-3.2317107,-23.557678
350,-5.808219,-18.258404
351,-6.7662163,21.649616
352,30.76356,14.8787775
353,-2.5422034,20.341204
354,5.3879642,-26.110836
355,-13.807014,-17.502266
356,-18.23629,-12.024782
357,-21.663057,7.964101
358,24.593119,-28.156239
359,13.662855,-25.404934
360,-16.160326,-12.914992
361,-21.000994,-7.249086
362,-16.495583,-13.490848
363,-3.2755787,23.14626
364,-22.145788,3.263423
365,22.300203,18.87897
366,20.004047,19.751833
367,-13.857556,-9.073849
368,30.803804,15.793681
369,27.430689,16.467257
370,1.5997283,22.777369
371,-13.320368,19.465874
372,18.143772,18.21456
373,24.73133,17.553532
374,-22.77308,5.4753394
375,-8.228818,22.196718
376,16.243752,-30.267984
377,-21.570152,4.693535
378,-23.505184,4.9900284
379,2.4669297,-21.268435
380,2.9248064,-24.09772
381,7.058143,-25.96674
382,-5.229331,-24.07508
383,-13.43977,-10.616347
384,-20.8223,-7.407449
385,-17.146809,15.543207
386,-10.506468,-19.89948
387,-17.991873,10.414108
388,4.992882,-26.642939
389,11.64878,24.274984
390,14.552111,-27.81522
391,24.209766,-27.787746
392,3.6465483,24.889761
393,26.396181,16.97319
394,-9.324584,-16.504765
395,-22.607841,8.535874
396,-21.747282,4.2263103
397,-17.652416,-12.106264
398,2.0448139,-22.412025
399,-7.749579,-16.473516
400,8.875732,23.141724
401,-10.333329,-13.566107
402,-19.39303,-7.8203735
403,-17.429815,-13.131044
404,-11.427888,-19.841444
405,4.46816,-23.43196
406,-5.2690854,22.468136
407,-18.441078,-5.265574
408,9.699766,22.414503
409,-13.777514,-9.857607
410,-1.9580503,-20.168795
411,4.3503203,-23.94415
412,23.585732,-29.612228
413,-10.47797,18.993217
414,-6.4622526,20.276659
415,-5.927219,-20.891575
416,20.132545,-27.362822
417,18.072552,25.12353
418,-15.960337,-14.82196
419,5.003286,-25.30036
420,-2.89818,-20.632402
421,-14.136316,16.468576
422,0.90541613,-25.587214
423,-19.951622,7.363458
424,17.660501,-26.267096
425,17.129435,-28.216124
426,10.808561,-25.823984
427,3.4304106,-22.055244
428,8.323405,-27.839869
429,-17.03322,-12.540913
430,-12.523421,18.673656
431,-10.202277,-21.078333
432,16.384285,19.692844
433,17.53773,21.687822
434,-16.099148,16.877808
435,-10.738971,13.95967
436,-17.931795,-7.633668
437,-17.739193,11.601232
438,-17.492163,10.305721
439,-22.227703,8.562969
440,3.9153314,-23.245209
441,7.320344,22.311344
442,-20.438522,8.02531
443,15.459056,-29.823553
444,8.494228,23.266712
445,-6.3789377,-21.925226
446,11.092382,21.646805
447,-12.822024,18.10385
448,-12.555943,17.040115
449,25.64642,17.066893
450,-5.2301373,-22.255117
451,13.574036,23.21326
452,-6.935646,-21.541962
453,-17.799088,14.101106
454,-16.407084,-7.403613
455,-19.331684,5.5674143
456,-3.803574,-19.475733
457,-20.293472,-6.458174
458,-19.107157,-7.1417236
459,19.590014,-29.019236
460,17.54413,24.434883
461,31.497753,14.366096
462,-18.714043,13.538699
463,-1.1684072,-23.534237
464,-20.305033,3.5782776
465,-17.307453,6.1213145
466,-19.953512,3.6341379
467,18.31621,-26.943441
468,11.484474,21.269354
469,-3.387165,-19.712463
470,17.716845,-26.949833
471,-8.734052,-15.144429
472,-7.9690228,19.210127
473,-10.81745,-16.093592
474,9.11739,-26.793617
475,-17.914982,-10.209744
476,-12.463104,14.5426235
477,-19.724297,9.555369
478,1.9630142,-25.954361
479,-5.2246714,22.93951
480,-10.327533,-17.719782
481,-12.2182865,13.69795
482,-22.006506,2.6818283
483,-21.510492,5.8789897
484,-9.255258,21.446135
485,-14.10704,-13.666971
486,-12.548945,17.554401
487,20.912048,20.867949
488,-6.050245,-17.491016
489,-0.9792541,23.193909
490,-14.308999,-9.0872135
491,7.403265,24.012686
492,11.683146,21.772789
493,-12.208247,-19.61353
494,-20.187098,-5.1295147
495,-15.699626,17.512062
496,-15.785566,-7.882358
497,-14.816223,-9.990335
498,17.275455,22.676914
499,21.916904,18.240711
500,-11.1495695,18.714638
501,-14.223487,12.34287
502,-12.862968,-17.518995
503,29.801893,15.727456
504,24.270035,-28.882494
505,22.080626,-28.909967
506,-8.224817,-21.547884
507,9.894679,-28.035528
508,-5.7538514,22.9208
509,-7.167388,20.853443
510,-0.65280104,-25.798447
511,-16.831104,16.849264
512,-11.273197,12.317164
513,-10.725471,17.568045
514,-5.423295,19.708464
515,2.2841353,-24.379763
516,14.166922,21.934977
517,19.261375,20.181116
518,-17.476538,0.30524218
519,-16.62475,-8.322024
520,22.928993,-28.27665
521,29.414358,15.178981
522,6.872113,-27.655178
523,-20.461071,6.6953177
524,17.907272,-27.628271
525,26.034353,-28.133781
526,-18.371119,6.1030245
527,-12.380384,-16.156086
528,-24.11281,6.048293
529,-9.191615,-17.653978
530,-6.3105993,-17.155987
531,-5.4067616,-17.100992
532,-15.667131,10.21855
533,19.643764,18.577444
534,10.236544,-28.311514
535,22.763552,18.3464
536,-19.073334,12.584908
537,0.09487929,-24.169497
538,27.576056,-29.218853
539,27.903675,-28.817623
540,3.0566452,-26.791853
541,-13.618689,16.853392
542,-13.089088,17.55474
543,-20.369942,-6.688674
544,-21.861156,7.057729
545,-18.39237,8.070719
546,15.16173,-28.288431
547,17.031,-29.492746
548,19.200985,-27.681437
549,2.8592923,-21.314224
550,10.758568,-27.798767
551,7.231462,-27.232075
552,-19.120512,-11.813202
553,24.047071,-29.536827
554,-19.273859,-11.40508
555,17.193552,-29.816574
556,18.194363,-29.472687
557,22.054296,-27.876017
558,-18.581898,14.228567
559,1.2492522,-24.793335
560,-20.863317,9.183197
561,6.0404115,-28.021812
562,-7.241889,20.292175
563,22.945545,17.779495
564,26.005003,16.337742
565,21.193806,19.208927
566,0.45193276,23.123213
567,23.064117,19.10035
568,27.217775,-29.643112
